"logFC" "logCPM" "PValue" "FDR"
"TTC13" 1.48258815264559 0.813863807131228 0.00325705992065811 0.575587265161568
"PPIAL4A" 1.44737803854512 2.61632590815208 0.00326385601786687 0.575587265161568
"ARHGEF1" 1.43722236697958 3.77321742777646 0.00328238869408815 0.575587265161568
"FAM110B" -1.4228885025048 6.07317641902389 0.00328553486123723 0.575587265161568
"ALAS2" 1.41851242963413 5.74175552241847 0.00332673759510316 0.575587265161568
"P2RY8" 1.43878003828496 4.04291493774515 0.00333323961653147 0.575587265161568
"NT5C1A" -1.41662475376068 4.68585537998275 0.00338592716995465 0.579688095225313
"NAP1L3" 1.43473725366355 3.18117055353296 0.00348284495553294 0.591227689019325
"ABCA7" 1.43351534811447 2.7000913153226 0.00355755311693854 0.598834844415091
"UBA7" 1.43124329591455 2.84001278531979 0.00360620729427605 0.60196615259703
"EIF2B1" 1.61795397838305 -1.18611920489273 0.00373196342070209 0.603672723360386
"OR9A2" -1.42309133125052 2.68480364601814 0.00374956242908502 0.603672723360386
"GABRR1" 1.41360270617594 4.02453109655377 0.0037643494573899 0.603672723360386
"ARPC2" 1.39692289919117 6.75924627562224 0.00377372097504088 0.603672723360386
"ARHGAP19-SLIT1" 1.46497823344116 0.657423020255503 0.00379196246116685 0.603672723360386
"CDHR4" 1.40893014241919 4.09222282277603 0.00382032672552904 0.603672723360386
"RAB2A" -1.40591145965315 4.2950139319424 0.00383532123519003 0.603672723360386
"MCF2L2" -1.49717600752622 -0.176948241129171 0.00386778436862493 0.603672723360386
"KIRREL" 1.39213335614465 6.31066549242449 0.00392145295604663 0.603672723360386
"NECTIN2" 1.41058590901056 3.42028630958305 0.00393741677392149 0.603672723360386
"PDCD2" 1.39860852982611 4.5208561391887 0.00394793703560534 0.603672723360386
"B3GNT9" 1.39295601171795 4.97753401001982 0.00398941265351349 0.605311308907273
"OSR1" -1.38795011423867 5.86085025866064 0.004019090613782 0.605311308907273
"PIGF" 1.38368256190285 5.61944783901833 0.00410919446313567 0.611503064762099
"NAA60" 1.39192580187598 5.06909125638627 0.00412125773765081 0.611503064762099
"HPRT1" 1.40218350961149 3.34578267951147 0.00418301280008082 0.613171631232469
"FAM86B2" -1.39332939704988 4.36616704307844 0.00420693117375055 0.613171631232469
"ECE2" -1.38056494865726 5.05836758168274 0.00424983953611594 0.613171631232469
"PCDHGA4" -1.39745078919575 3.43196459636986 0.00425494766817998 0.613171631232469
"KCP" 1.39445382175691 4.12671716245486 0.00435309644949538 0.621585020584873
"USP30" -1.55708024091275 -1.05357146265038 0.0043767836120356 0.621585020584873
"HES5" -1.37412380142451 5.00045980394762 0.00440642368943398 0.621585020584873
"ARHGEF19" -1.36766037569221 6.16725516114257 0.0045689529635523 0.640004872817595
"ACTL7A" 1.38565785755655 2.41561036086126 0.00485067788578391 0.670199322112542
"INO80D" 1.3687215368469 7.60395412049814 0.00485324235770042 0.670199322112542
"SSB" 1.36597933030117 4.40177675843183 0.00488488348202442 0.670199322112542
"AP000769.1" 1.35545431981471 5.04001623731316 0.00495063558161638 0.674599873029645
"ZBTB4" -1.36541410724077 4.09482758904553 0.00499108668698434 0.675516604236374
"OLIG2" -1.39807753597127 1.0440396688729 0.00502757003085558 0.675887619383007
"BLVRB" -1.35166787286926 6.07738459984794 0.005067299861725 0.676687223534756
"LYSMD2" -1.38243606024311 2.2977935388758 0.00510708879495694 0.677484077164123
"LAG3" -1.35578913458164 4.48457524857792 0.00517346145220127 0.681351297992327
"FBP2" -1.3487760359835 6.70347223919929 0.00521300242725925 0.681351297992327
"DPY19L1" 1.34564672924557 6.87725721426339 0.00527996889293102 0.681351297992327
"NUDT13" -1.34505146610765 5.87946342634005 0.00528058771803111 0.681351297992327
"CNTN2" 1.35765126220508 4.29761802803148 0.00530631533557002 0.681351297992327
"PPFIBP1" 1.34271768732305 4.6092124285751 0.00550381685350491 0.697848097576366
"NSFL1C" 1.34845191977011 4.47086913968184 0.00550469173154117 0.697848097576366
"BYSL" -1.35166600915396 3.86122132666237 0.00553930645073347 0.697848097576366
"HOMER2" -1.35632237767962 2.91627979008381 0.00566240099122792 0.70889721409554
"NDUFB7" 1.33324873561031 5.70693379081789 0.00581115804549534 0.717699675750846
"CT45A10" -1.33791696464651 7.66879183477013 0.00583959443938951 0.717699675750846
"ANKRD11" 1.34370647348729 3.93460571372997 0.00585022037292388 0.717699675750846
"C4orf47" -1.33696072800808 4.1530127622983 0.00593736159520744 0.717699675750846
"VRK3" -1.34548101943548 3.6708994906266 0.00599930933853382 0.717699675750846
"MPND" -1.33786391603177 3.92397821767244 0.0060502859927389 0.717699675750846
"SFRP4" 1.32267579720725 6.29867467145092 0.0060798886143872 0.717699675750846
"DUSP14" 1.3226508684789 6.041653581656 0.00614477650832633 0.717699675750846
"MRGPRX3" -1.3188715119398 5.38827929503877 0.00616547347112556 0.717699675750846
"SLC2A4" 1.32057705516554 6.07991362572888 0.00616939026279925 0.717699675750846
"PHF14" 1.31909410169862 5.50713509882866 0.0062846659950549 0.717699675750846
"MMEL1" 1.3337111585635 3.43233247056685 0.00628735066313557 0.717699675750846
"TTYH2" 1.31321590898546 6.63844028766591 0.00631055670919546 0.717699675750846
"OGFOD2" 1.31529685733525 6.47111248521405 0.00636482490085922 0.717699675750846
"DCLRE1B" -1.31360691058406 5.31525589498498 0.00641123899713859 0.717699675750846
"PNRC1" -1.32928693851983 3.24071713092433 0.00653944556493503 0.717699675750846
"KRIT1" 1.30754756610852 4.81890162470268 0.00654821276322583 0.717699675750846
"TBC1D20" 1.34783355242076 1.19950376661939 0.00662467754550524 0.717699675750846
"WDR34" 1.32332051525248 7.97851165086045 0.00665034005842584 0.717699675750846
"AEBP2" 1.31127305851492 4.54124118753347 0.00666349160472353 0.717699675750846
"GRPEL1" 1.30331684683928 5.65522926523321 0.00670864331116197 0.717699675750846
"SPDYA" 1.31412636727252 7.64410034981009 0.00675292460647785 0.717699675750846
"SGO2" -1.30387967626062 5.98141590984956 0.00677036809885615 0.717699675750846
"FKBP15" -1.32287894951036 3.40116148482448 0.00680568551748828 0.717699675750846
"CAV3" -1.3044608604549 5.23405781586774 0.00680670587812917 0.717699675750846
"AHCYL1" -1.33448098759158 1.52595320546677 0.00681025915889878 0.717699675750846
"TMEM45B" 1.30694783975791 7.19279256069537 0.00683752096466775 0.717699675750846
"MPP3" 1.32931446049884 2.0400424363494 0.00683869614912705 0.717699675750846
"EAPP" 1.47293107501989 -0.731955514253133 0.00685521114097508 0.717699675750846
"TRPC5" -1.29847517363147 6.53569466192828 0.00689404957219862 0.717699675750846
"CDC5L" 1.31156404609452 8.01596224828654 0.00691352683688072 0.717699675750846
"ANO6" 1.32033002255435 3.43134726874794 0.00691426624866044 0.717699675750846
"PLEKHG4B" -1.30115440172572 5.3440014289462 0.00691508349158371 0.717699675750846
"YIPF3" -1.29833285557608 5.91414158007636 0.0070761082076447 0.730626409831603
"CT55" -1.32150916066884 2.52296076696877 0.0072290567649195 0.742590954144115
"GRN" -1.29367073733144 5.08816543197854 0.00727757253718864 0.743760487206253
"AC109829.1" -1.31032586082001 2.68940710966324 0.00737447414788618 0.74693622686431
"MAF" -1.28803635882525 5.81924960575914 0.00738322464775265 0.74693622686431
"GDPD3" -1.29904844494429 4.20622578098028 0.00749283073005547 0.750839064834583
"SAA2-SAA4" 1.31457280840581 2.91775883339917 0.00754479404232749 0.750839064834583
"OR5AP2" -1.29434005545696 4.41518038468134 0.00755316626651988 0.750839064834583
"KXD1" -1.28427145965271 5.82747865254853 0.00764330384173544 0.750839064834583
"ZNF425" 1.28012405842097 6.50622338395335 0.00768722706745134 0.750839064834583
"CLCN3" -1.2828985750044 6.95944268528562 0.00771790018487348 0.750839064834583
"MRM2" 1.28251705610107 5.00766986333056 0.00772321362565587 0.750839064834583
"GUF1" -1.28348357460062 4.98386675040776 0.00775785068626929 0.750839064834583
"VMAC" 1.28049179220377 5.12166717430918 0.00782216647369998 0.750839064834583
"CHUK" 1.28142276485237 4.74655203102446 0.00785545207902335 0.750839064834583
"LDOC1L" -1.27981225645311 4.74461286845504 0.00786056592631591 0.750839064834583
"ARMC4" 1.28035430429048 5.3680640170097 0.00788539482821757 0.750839064834583
"CDH5" 1.27888330966704 6.86117443239187 0.00791510054328634 0.750839064834583
"NTNG1" 1.27482249919185 5.49234730824733 0.00801721863944937 0.750839064834583
"HN1L" 1.28321352918545 7.48518798259524 0.00802316112527479 0.750839064834583
"OXTR" 1.27745600562629 5.12172729022144 0.00802397008584646 0.750839064834583
"FAM3A" 1.27318842073744 5.54795420653832 0.00810607418893084 0.750839064834583
"USP17L11" 1.31083151333697 1.81543520083851 0.00811882514778184 0.750839064834583
"ZNF846" -1.27284218507009 6.38249259789814 0.00813399615940814 0.750839064834583
"AC110602.1" 1.27658499679965 7.12373268218047 0.00819507520138366 0.751224978412064
"CAPZA3" -1.27233851164023 5.87547971332885 0.00821318307983835 0.751224978412064
"APC" 1.29338853687128 2.94830539380191 0.00837635948739806 0.759750644102684
"MYPN" -1.27356115684188 4.62593749243265 0.00842634765521086 0.759750644102684
"TPPP2" 1.26790889393987 4.99195793000652 0.00844160115274567 0.759750644102684
"SPARC" 1.29927363207074 1.60986840615076 0.00850245800863605 0.759750644102684
"RP11-697E2.6" 1.26891091822256 4.64458111494542 0.00853253721357254 0.759750644102684
"DEFB127" 1.26344434392647 5.6228094412609 0.00855922932059366 0.759750644102684
"WNT2" 1.26241122580225 6.22899234151006 0.00872743764690439 0.759750644102684
"CATSPER4" 1.26382281546121 6.04540811012683 0.00873103136692392 0.759750644102684
"OXLD1" 1.30219309254427 1.59555549072597 0.00874069208204295 0.759750644102684
"GRAPL" -1.26368954662279 7.12780153131708 0.00876292081927608 0.759750644102684
"LSM10" 1.26706624874643 4.47726580044579 0.00880888103574341 0.759750644102684
"NAV3" -1.2632601735801 7.02155853423632 0.00883412733895679 0.759750644102684
"HYAL2" 1.26089278941546 6.83317676563696 0.00885409373495542 0.759750644102684
"AC007906.1" 1.26384871229382 4.47462128337939 0.00890528345835767 0.759750644102684
"SETD9" 1.25650689926375 6.58589418960437 0.00892309393505176 0.759750644102684
"TPH1" -1.27274254788526 3.78321069137476 0.00895392810357572 0.759750644102684
"GTF3C6" 1.33140489566961 0.286478566515155 0.00896460215365443 0.759750644102684
"ARHGEF35" 1.25616371935399 6.02056318022981 0.00902007073468566 0.759750644102684
"GPR157" -1.27093248446715 3.63533067811763 0.00904472465669916 0.759750644102684
"NUTM2G" 1.25551349400623 5.01980746877471 0.00906496949431089 0.759750644102684
"FAM221B" 1.25272092209688 6.39224686684516 0.0092668703124943 0.770726551243304
"PLXNB1" 1.26543857184895 4.33610566062772 0.00927288197541991 0.770726551243304
"CSF2RB" 1.26623672613877 3.79865927593213 0.00937165683797004 0.775717595542883
"VTN" 1.24782779975062 6.77833653921309 0.00949538856734375 0.782724808199435
"PICK1" -1.24625981881163 5.59075953180282 0.00963273500321669 0.790792273973088
"PSCA" -1.26593125488293 2.34934201830566 0.00972150303383761 0.794822152125719
"FAM49B" 1.2464127735415 5.11208379999662 0.00984141692523538 0.801355375729227
"EIF3H" -1.24482999548548 6.38340334945939 0.00991363552104219 0.80166327037558
"SLC9A5" -1.23973718195146 5.65358795681197 0.0099252404299907 0.80166327037558
"HKR1" 1.24388011403634 5.1028788125206 0.0099760697037126 0.802532739899868
"PIP5K1B" 1.24665674737639 4.455213297863 0.0100594586241327 0.802949332254294
"TIFA" 1.25875789471507 3.21766851214584 0.0100614189204647 0.802949332254294
"C2orf76" -1.23565000113407 5.89396451976384 0.0101100941836721 0.802981216673788
"SLC25A53" 1.24881026108264 4.11500229272255 0.010141992302854 0.802981216673788
"SLC35B4" -1.2332056133091 6.59589232996728 0.0102683392910205 0.805909406645708
"HS6ST3" 1.24570276798836 7.39917389216353 0.0103242174261655 0.805909406645708
"CNRIP1" 1.24445733607982 4.15004345202828 0.010341661406365 0.805909406645708
"C11orf74" 1.26422773895151 1.83790195625676 0.0103682149405667 0.805909406645708
"HSPB2" -1.2329810247998 6.10152959706182 0.0103801421254352 0.805909406645708
"MAGEA4" -1.24201018961252 4.2019472815209 0.0104697973294046 0.808505873563396
"OR5K1" 1.24375345966266 3.85738287629579 0.0105355024011017 0.808505873563396
"SORCS2" -1.22893421048964 6.10891626811283 0.0105580006337844 0.808505873563396
"SATB1" 1.23085067513575 4.76890779659999 0.0105750356384409 0.808505873563396
"C11orf68" -1.2288649788837 6.02213141571088 0.0107133670486593 0.808942307940039
"PDS5B" 1.22363723068888 5.79169825700512 0.0108391321137249 0.808942307940039
"CEP57L1" 1.22378753870997 4.87550819011173 0.0108424833997672 0.808942307940039
"artichoke" -1.22731117493731 7.05777702565945 0.0108538465704234 0.808942307940039
"MARCH8" -1.24118253675944 3.26396448689288 0.0108825212895248 0.808942307940039
"SSBP2" 1.22649999700518 5.22147453496914 0.0108927939991353 0.808942307940039
"ZNF594" 1.24339014741702 2.81642674696441 0.0109011661879592 0.808942307940039
"CLIC1" -1.2420869253718 3.4412463395355 0.010903820235825 0.808942307940039
"ARL5A" -1.24284138547424 3.79705041173055 0.0109769872489562 0.811365430198678
"LRRK2" 1.22235879981473 5.59887883446468 0.0111039677360564 0.812638720606925
"FAM104B" 1.24144466821249 2.73974847680444 0.0111606210642839 0.812638720606925
"NID1" -1.21719104406103 5.62794092807304 0.0112264876660068 0.812638720606925
"SIDT1" 1.25930550545952 1.3095665573288 0.0112480846704176 0.812638720606925
"C21orf33" -1.21889340874514 6.90949426988298 0.0113435130130352 0.812638720606925
"SLC38A7" 1.22923112446839 7.60503697899794 0.0113540311349387 0.812638720606925
"ZNF596" 1.21774456614832 5.37675479698558 0.0113806029820832 0.812638720606925
"SCAMP4" 1.21481845419338 6.49396971034169 0.01140144203882 0.812638720606925
"C15orf53" 1.21671936404941 4.97479516369182 0.0114094483860746 0.812638720606925
"CLDN23" -1.23595253868448 3.26921201649266 0.011434718638491 0.812638720606925
"FLT4" -1.21883944986391 5.97343793951896 0.0114404732270557 0.812638720606925
"HPS1" -1.2150648317941 4.76801371449153 0.0114959366972639 0.813692961070297
"STARD3NL" -1.23605927154936 3.44769167272012 0.0115576940808012 0.815183697649749
"SFRP5" 1.21372513379599 4.76860620550953 0.0119115781228247 0.833422324794456
"SLC5A4" 1.22019360546889 4.25407338474581 0.0119201330078493 0.833422324794456
"CCND1" -1.20828859825807 4.8621007168219 0.0119411016532379 0.833422324794456
"AP000322.53" -1.23845381944499 1.66704641544322 0.0120365542382118 0.834762383107359
"NKPD1" -1.21246298047571 6.5774030598449 0.012082767195965 0.834762383107359
"MCRIP1" -1.20523133084007 6.13495685838739 0.0120853223054832 0.834762383107359
"SERTM1" -1.21991013099314 3.88976879933365 0.0122781382478655 0.845166279185543
"CC2D1B" 1.22652107997394 3.45354372021013 0.0123208365790054 0.845200950390608
"RP1-66C13.4" 1.2131537522673 4.49925349153878 0.0123864875204646 0.846804544445144
"PWWP2A" -1.19854666650877 4.77598937618465 0.0125389968949804 0.854315125181474
"ZSCAN25" -1.19685209519694 5.61764872541798 0.0126162347730466 0.855559315951316
"ANXA7" 1.19950641088708 7.08064124407671 0.0126570217503429 0.855559315951316
"PPCS" -1.19878202038171 5.14980600392888 0.0126854650449737 0.855559315951316
"ACSL4" 1.21763991624534 2.45467592622181 0.0127281052445456 0.855559315951316
"NDUFA5" -1.20879880102736 3.99529605590522 0.012856890241539 0.856586836029435
"TMEM158" -1.19532583507876 5.96994738477291 0.012983980380912 0.856586836029435
"MAS1L" 1.21358600924151 3.19008007585256 0.0130113694718604 0.856586836029435
"TCF7" 1.20248259226038 4.35015572264277 0.013025214266815 0.856586836029435
"IFI44L" 1.23497198209903 1.04726477819376 0.013025455403974 0.856586836029435
"VCX3A" -1.19144427911691 4.98883673820771 0.0130308295044841 0.856586836029435
"MORN5" -1.20034857538834 4.51858992743193 0.0131005477221138 0.856586836029435
"NTRK3" -1.20359415252167 4.13876817086332 0.0131022577700469 0.856586836029435
"GOLGA8B" -1.18951627869357 6.24389846259325 0.0132124149163072 0.856586836029435
"FOXR1" -1.21978807337598 1.24055650721744 0.013214066760846 0.856586836029435
"ZNF718" -1.18945188898816 6.10148170005139 0.0132264275091159 0.856586836029435
"NBEA" -1.18955671358205 6.01748872527931 0.013256548308578 0.856586836029435
"GDF10" 1.1907025085694 6.7316742988709 0.0133212334800403 0.856958106438279
"HIST1H4B" -1.18734451994337 6.45492872669015 0.0133563676870557 0.856958106438279
"horseradish" 1.18694366077323 6.60491501063015 0.013390638875502 0.856958106438279
"LRRC32" 1.21240830813007 2.83640019165693 0.0134721689130351 0.859429985659258
"CTAGE8" -1.18420666736595 5.68433535947199 0.013528521119208 0.86028510012335
"TSC22D2" -1.19527668868219 4.00688756868822 0.0137622843326932 0.86335876016027
"PRR26" -1.18170562149574 6.23589704476078 0.0137785480941338 0.86335876016027
"OR6S1" -1.19465027351554 3.95848164355395 0.0138276499004366 0.86335876016027
"DDX43" 1.18757575739669 4.4635335622786 0.0138305738634846 0.86335876016027
"ICE2" 1.18248345933082 6.15091093963703 0.0139761217140449 0.86335876016027
"PHF20" -1.17922571487578 4.85389038600705 0.0139920953907072 0.86335876016027
"LCN15" 1.19009395996892 4.11754529910968 0.0140247852353329 0.86335876016027
"GPR137C" 1.23392342594274 0.526714578875631 0.014041067087805 0.86335876016027
"YIPF4" 1.18328299075013 6.28298520218148 0.0140540912704875 0.86335876016027
"SDC4" 1.17962836500217 6.02155553875373 0.0140946957213194 0.86335876016027
"ADAMTS10" 1.19735420654059 3.22835188665912 0.0141114879525125 0.86335876016027
"DNAJA4" 1.18154260389524 6.02362069909376 0.0141355392831292 0.86335876016027
"OXNAD1" -1.18060461440183 5.47595812934167 0.0142044341458308 0.86335876016027
"ACAA2" -1.18671294735351 4.38721698867916 0.0142098835302702 0.86335876016027
"TFEC" 1.18818082947853 4.15103262276732 0.0142233733140077 0.86335876016027
"PODXL2" 1.17340472794222 6.55475986892713 0.0142996551048085 0.86536674140308
"RP11-315D16.2" -1.17845914604193 4.5755598172777 0.0144237480372391 0.870247279921497
"DEK" 1.17462754039463 5.23715658435762 0.0145371710554061 0.872978338922169
"NOX5" -1.17238937924458 5.72782484962428 0.0145561761869105 0.872978338922169
"COL4A2" 1.17453250512328 5.3037253166223 0.0146255301863322 0.874519388544538
