"logFC" "logCPM" "PValue" "FDR"
"H2BFM" -1.56937105093349 6.73955753356059 0.00120003651900147 0.171699510800847
"LRPAP1" -1.60609352600096 4.63865379611438 0.00121944896825221 0.172222311495561
"EGLN2" -1.6014371007293 5.87754421361321 0.00122088603825918 0.172222311495561
"SH3BP5" -1.55981426610993 4.46825115625152 0.00126203722800589 0.176782291707595
"EFNA4" -1.56489038678469 3.8386783830802 0.00129015186421179 0.179465499944627
"NKX2-1" -1.53954496381613 6.06150038960829 0.00131344887547018 0.179901233423678
"RPL8" -1.56164078795798 3.71022394435668 0.00131838541495966 0.179901233423678
"CRHBP" -1.5675491021768 5.19654382307 0.00132022771270933 0.179901233423678
"BABAM1" -1.58949608831152 4.10751521284769 0.00133645370920529 0.180706517505212
"VWA7" -1.56048530293091 6.23074001894907 0.00134963780010424 0.180706517505212
"ZNF329" -1.60536826353819 4.64759744784812 0.0013532014190895 0.180706517505212
"UBXN4" -1.59247742926819 1.28541716801261 0.00137273229522713 0.181083712275688
"ARFGAP3" -1.63156082589254 0.698863930896128 0.00137410634845513 0.181083712275688
"GRAP" -1.54713806330483 5.39311995347848 0.00139961754207833 0.183240124087393
"PROX2" -1.54056719829178 4.9624593281242 0.00143304087153979 0.186397673362425
"RP11-211G3.2" -1.56176075539506 4.43938416132193 0.00146515557712812 0.187834845645263
"SNAI1" -1.53024980417309 3.14667699258393 0.00146517767828091 0.187834845645263
"CHST7" -1.59416255183694 4.49188296913617 0.00147222159484331 0.187834845645263
"VEZF1" -1.54862567793468 4.6941299398088 0.00149847346563144 0.189974189810527
"HIST1H4D" -1.54227359715587 7.311862487009 0.00156490465008409 0.195389174815226
"IGLL1" -1.53944969009695 4.1075814053637 0.0015706895707043 0.195389174815226
"TP53I11" -1.55389149304268 3.07953868598859 0.00157485738553776 0.195389174815226
"POM121C" -1.52556119564228 7.65895616146179 0.00161134590116929 0.195389174815226
"AGTR2" -1.63187964604237 0.34683218947444 0.00162350136369124 0.195389174815226
"NOD1" -1.53725548430008 5.69370529785827 0.00162355219759366 0.195389174815226
"SEC11C" -1.49054753796037 6.50852693105572 0.00162577806772008 0.195389174815226
"SRPX2" -1.82391309712145 -1.45916423686882 0.00162750851223238 0.195389174815226
"CXCL17" -1.5706352204355 4.62484911837693 0.0016289746989238 0.195389174815226
"FADS2" -1.534254341163 5.07963478857158 0.00166175490024972 0.198134597660132
"CCDC90B" -1.52676834153215 2.17118391709915 0.00167206692249458 0.198184452807627
"RFX2" -1.55475378603939 2.07179243339852 0.0017179544815081 0.20242556599464
"LCN2" -1.51993896619175 7.06308270376756 0.00174770771174933 0.204727094585093
"LCE3E" -1.51784869895217 4.43954019711871 0.00181564584092604 0.21144884790459
"MOGS" -1.49942488875705 5.59642539283735 0.00184156093590232 0.21257720699861
"RPS10" -1.51098761404549 3.241285402939 0.00185261974036821 0.21257720699861
"TIMP4" -1.49178003825351 3.34265576535111 0.00185717194472351 0.21257720699861
"PROCR" -1.50274271541028 3.06013045634327 0.00190043909717209 0.214834086211894
"ZNF468" -1.50895782875905 4.49837500075542 0.00190605369348946 0.214834086211894
"HILPDA" 1.47845058617105 6.07009818069873 0.00190906431759358 0.214834086211894
"AIMP2" -1.49824941845776 7.81206652088674 0.00192033492563171 0.214895133493457
"TCEAL5" -1.48696872619367 5.55999125112537 0.00195656054538632 0.215766155833917
"SMIM9" 1.49322825121569 6.7971511980549 0.00195806199629113 0.215766155833917
"MAGEA12" -1.52992986759688 4.54179643806063 0.00196991365311485 0.215766155833917
"NGB" -1.51773738126368 5.56315837497931 0.00197402313367874 0.215766155833917
"KRTAP5-9" -1.49127450926293 5.10941928437278 0.00199704353485542 0.215766155833917
"GIGYF1" -1.48573104685891 3.95281761641151 0.00200000311007063 0.215766155833917
"CAP1" -1.51674997225671 5.03814040373101 0.00201263734626183 0.215766155833917
"PIGF" -1.48786746340804 6.15270501394188 0.00201627177546668 0.215766155833917
"PRR36" -1.4881660173746 5.3675260483406 0.00202506301716222 0.215766155833917
"LAT" -1.4968130559305 6.09700475390498 0.00206187316087791 0.218525826907648
"RABGAP1L" -1.49162773280097 4.03126301735053 0.0020867727477254 0.219564274116497
"ARHGEF10" -1.48330072345306 5.90996069685854 0.00209359374750392 0.219564274116497
"LYZL1" -1.52389684360452 1.57147392747107 0.00216282506098597 0.225643483315677
"UXS1" -1.50256663814911 4.09131240248426 0.00221523179399437 0.22871571491838
"PRKAB2" -1.48980380088549 3.15451534072954 0.0022200424130717 0.22871571491838
"DGAT1" -1.47186296604146 4.99751257730467 0.00222652710344387 0.22871571491838
"ZBTB45" -1.48504179502625 6.04036190938456 0.00224273230329757 0.229204952894661
"AP4M1" -1.54600325755707 2.74142079794285 0.00228005264693387 0.231286972599057
"ETS1" -1.49120434272067 5.48490261889227 0.00229746373309367 0.231286972599057
"TRAPPC2L" -1.4457584987647 6.67040443798554 0.00230368098482951 0.231286972599057
"ZNF227" -1.49990995934815 2.04240319977078 0.00230929032598529 0.231286972599057
"NEURL1B" 1.46296114051501 5.0814457545943 0.00234963510749433 0.233359715662933
"MYO5A" -1.44900985490761 6.17124308762805 0.00235328553561542 0.233359715662933
"IPO5" -1.47249830822064 6.72554010760778 0.00236809318123746 0.233671303021515
"CRISP2" -1.45598483594614 4.95558740039918 0.00243868010708896 0.238668729677789
"RPL26L1" -1.497530209229 3.61396301303277 0.00244671903959706 0.238668729677789
"IL1R1" -1.47606148901385 3.13987852012573 0.00247025720788287 0.238668729677789
"ZDHHC5" -1.4512285627216 6.58805804541775 0.00247911929852891 0.238668729677789
"SYCP3" -1.45768390749523 5.27033017657468 0.00248587541989442 0.238668729677789
"SLC5A12" -1.43849616559012 6.15877764621287 0.00249906356057499 0.238668729677789
"ZG16" -1.46657412129463 8.02097969090126 0.00250214333944065 0.238668729677789
"CEP72" -1.4670289314096 5.55136110247593 0.00254064691505286 0.24042571398845
"UCK2" -1.43176692680262 6.80797243615052 0.00254992113184756 0.24042571398845
"IGFBP3" -1.44290959742585 3.40033814187185 0.00255657116866556 0.24042571398845
"ITLN1" -1.44160664806561 5.02364082910223 0.00265407970338997 0.247380456866728
"STXBP5L" -1.54745724123853 3.68362434923561 0.0026552243136312 0.247380456866728
"BMT2" -1.46165211943635 5.34321609171361 0.00271110489944378 0.251417325188696
"CSF2" -1.45541623986588 5.24182651231209 0.00273264148494957 0.252246735414861
"SNCB" -1.43459897787238 6.7700668780721 0.00275444496978861 0.253093060503833
"RPL28" -1.44704816773185 4.12823626375386 0.00278147035753359 0.254409281880162
"LMF1" -1.4313139726583 3.17036013432181 0.00280167597104301 0.255092597163466
"ASGR2" -1.42084424094572 5.75854690154773 0.00283631066315525 0.255286431142167
"FAM105A" 1.45004453487674 3.850197035599 0.00284120854153557 0.255286431142167
"NDUFB8" -1.43943292422613 7.05893833376362 0.00284203854748656 0.255286431142167
"ZNF267" -1.44021824457962 4.91140022847107 0.00290800671985515 0.257727580810246
"OR2M3" -1.44314292353062 5.1486171374251 0.00291029550803871 0.257727580810246
"TAOK1" -1.46798320933771 2.4077594857051 0.00291461638136544 0.257727580810246
"PITPNM3" -1.43619356588535 4.09374124060393 0.00293126828182091 0.257727580810246
"LHX6" -1.44978533974521 4.01158695540541 0.00293354742273158 0.257727580810246
"ZNF296" -1.43948379918427 4.53040072971368 0.00298227224411302 0.260561317089914
"GRXCR1" -1.44091477323527 4.79864960932036 0.00299558534707035 0.260561317089914
"STARD6" -1.43857295300765 3.39992335987987 0.00300482573250313 0.260561317089914
"WFDC2" -1.43248237389443 5.97494300138113 0.00305735060996598 0.263486689414098
"DEFA1B" -1.4407321254174 5.69897221567006 0.00306486938412884 0.263486689414098
"MTUS2" -1.41161915578461 6.70764859222492 0.00308314590600432 0.263925195056293
"CHCHD7" 1.43734952740938 6.69212423689669 0.00311535441937337 0.265547507976459
"AC171558.2" -1.4389613951161 4.02383388990929 0.00316579297468804 0.267588996062194
"UQCC2" -1.41643262201232 5.83366641930524 0.00316731864185067 0.267588996062194
"CXCR2" -1.41466020146284 4.11979823122298 0.0032121632467572 0.267588996062194
"SRFBP1" -1.39881817586761 5.99534391290223 0.00322179269764847 0.267588996062194
"MICAL1" -1.46696488391554 6.11379608785934 0.00323259084476684 0.267588996062194
"ZNF488" -1.40314805774927 7.48397524785225 0.00324677770152317 0.267588996062194
"RP11-295K3.1" -1.44347980323256 6.59707108134968 0.00325688927950793 0.267588996062194
"IDS" 1.40727075112109 6.26033552708699 0.00325903293186565 0.267588996062194
"EEF2K" -1.42815071231115 6.6713718134475 0.00326107858591142 0.267588996062194
"RAP2C" -1.43230921712153 5.45425393826407 0.00330078436328747 0.267588996062194
"TUNAR" -1.44478605495656 4.72342150620341 0.00331801925810853 0.267588996062194
"ZNF808" -1.40315099444855 3.43707076838968 0.00335315412912662 0.267588996062194
"AKR1B10" -1.40422562861019 3.36005472793706 0.00335634786925535 0.267588996062194
"DEFB130" -1.40089973391125 7.13050358349685 0.00336650967015678 0.267588996062194
"PATE4" -1.39611040593149 5.34921251007588 0.00339473183198247 0.267588996062194
"ATG101" -1.47475792641005 2.11397857455772 0.00339711053675999 0.267588996062194
"P3H2" -1.40871708606703 4.7507752872201 0.00340029628602934 0.267588996062194
"AC066615.1" -1.4129787230282 5.80127239169266 0.00342174182609592 0.267588996062194
"RP11-544M22.13" -1.41649988625435 6.45294590530233 0.00342430120863946 0.267588996062194
"IL22" -1.39879776105677 3.21151574405165 0.00343847334032708 0.267588996062194
"C6orf223" -1.41600673215954 4.12812230248886 0.00344703836384914 0.267588996062194
"SLC8A3" -1.42410498626511 5.22146193810661 0.00347252494886836 0.267588996062194
"C1R" -1.44334062863206 5.87387236337156 0.00348105207417996 0.267588996062194
"ULK2" -1.40560425619252 5.67803589280123 0.0034864649292623 0.267588996062194
"SRGAP2B" 1.41428154829973 5.03085293577653 0.00349695765103885 0.267588996062194
"KCMF1" -1.41316852297405 6.03702883894854 0.00351323374824059 0.267588996062194
"FDPS" -1.45350629919714 3.62095894987117 0.00351791186304401 0.267588996062194
"SLC17A5" -1.39174591562247 6.27118975217954 0.0035303667381599 0.267588996062194
"ANKDD1B" -1.44999638247909 1.36778821048307 0.00353172828172955 0.267588996062194
"SLC5A8" -1.4072048195844 3.00041706241676 0.00358337911873662 0.267588996062194
"ATG13" -1.45840658807371 3.57812690568837 0.00358377767690886 0.267588996062194
"AC004556.1" -1.45190938523048 1.23191697530263 0.00358665621579566 0.267588996062194
"MEIOC" -1.39460607816893 3.89317982090679 0.0036147347146404 0.267588996062194
"C11orf84" -1.3937937468861 3.68098924634137 0.00362625258812493 0.267588996062194
"TPD52L1" -1.42057124883426 2.95249074495775 0.0036298642897306 0.267588996062194
"HOOK3" -1.39788303517616 3.44422012115747 0.00363662937697554 0.267588996062194
"HNRNPUL2-BSCL2" -1.42293716665622 4.62524765040989 0.00364581112264412 0.267588996062194
"CSNK1A1" -1.42871856209814 4.9092505262288 0.00364693704383101 0.267588996062194
"MAPK11" -1.41719182797191 4.08613554760282 0.00367525792236182 0.267758379529711
"UCP3" -1.40404269458648 5.00806474086576 0.00369732562074321 0.267758379529711
"CASP14" -1.40686145274261 4.23940965491282 0.00370641681277677 0.267758379529711
"KRT6A" -1.38018739029027 7.49414676744493 0.00371029325809634 0.267758379529711
"GABARAPL2" -1.4008476884749 3.5068980894524 0.00371608154906193 0.267758379529711
"IFIT2" -1.43281847367727 1.38925049059031 0.00372994371959261 0.267793916298063
"FARSA" -1.43470859062624 5.77885341785606 0.00374778224041869 0.268113664492238
"CTC-534A2.2" -1.37823479592717 6.25337574003748 0.00377702401711826 0.268149391650467
"SUOX" -1.42155910194152 4.8805991028732 0.00380529644770698 0.268149391650467
"CTC-273B12.7" -1.39492399765752 4.97303184087399 0.00380977414840283 0.268149391650467
"HENMT1" -1.39726431892676 2.48932745300873 0.0038162505754081 0.268149391650467
"PLXNB1" -1.41632071500862 4.85951132097078 0.00381874986233817 0.268149391650467
"ERP44" -1.42220627732133 7.74507910645834 0.00382860196755198 0.268149391650467
"LSM11" -1.40196088174228 5.70036325607881 0.00385993958123585 0.269402263943329
"GPATCH4" -1.39164230767087 5.17241064575164 0.00388451108791679 0.270175838896046
"MRPL30" -1.41112031676731 3.89290914744503 0.00395942960480813 0.274356819791939
"CPXCR1" -1.37764962511368 3.93440668640604 0.00397201726022975 0.274356819791939
"ADIRF" -1.37270534270977 7.40682081113472 0.00398942324918844 0.27461215499826
"NLRP3" -1.43366210379615 1.24450556509498 0.00402494427959136 0.276108420768817
"POLR3GL" -1.37552970881895 3.81017483800411 0.00407398515230345 0.278124124121822
"RCOR2" -1.36379266610241 5.58563442018382 0.00409501962398922 0.278124124121822
"ZNF729" -1.38748801930081 4.81630081590483 0.00409598205860604 0.278124124121822
"SLC25A24" -1.37196130597903 3.12574369097563 0.00411700417593139 0.278607130567843
"LENG8" -1.40357661783749 6.49931856182876 0.00414668895746751 0.279671133020308
"DIO3" -1.37268044308478 8.39842696782931 0.00418770365577785 0.280243987888651
"SIX5" -1.40229641668825 3.46499263813138 0.004187850059694 0.280243987888651
"TMSB10" -1.37472958192941 2.97842309060116 0.00420454750510055 0.280243987888651
"REN" -1.37566177227922 5.0883117201847 0.00421148676247165 0.280243987888651
"NKX2-3" -1.39848954399976 3.1456698482889 0.00422513525746956 0.280243987888651
"XAGE1A" -1.3723044654096 4.83661542427086 0.0042546727910681 0.281271784415462
"CCDC169" -1.366537073458 6.5478820960078 0.00428501515710317 0.28234585069715
"OR7A5" -1.39404888263483 4.2920386036264 0.00430180434553688 0.282522763427702
"LTBP4" -1.36229259470794 5.81671291877412 0.00435927578146313 0.285012381926318
"AGXT2" -1.37438117592796 4.79391022258393 0.00436816939999898 0.285012381926318
"DMRTA1" -1.39453771561967 5.01889306075875 0.00440179500061451 0.285814993225022
"NR1I2" -1.36312537650646 5.49255822571722 0.00440900768341729 0.285814993225022
"HTN1" -1.4072940702967 4.59870703904617 0.00444412903311177 0.287080460740994
"DCAF13" -1.36987980839739 4.13060699743041 0.00445719251612247 0.287080460740994
"ZFP2" -1.42809917801579 4.06385225884659 0.00450599301815317 0.289293417136623
"TUSC5" -1.41272270653097 1.01797826842416 0.00452248109210922 0.289424341073609
"HTR2B" -1.39237866476835 1.73658539371356 0.00460575593947994 0.292645927952673
"MAPK8IP1" -1.38999651203875 5.56974739137331 0.00462270869082222 0.292645927952673
"ACTR1A" -1.37998137453061 3.5864049739187 0.00462620286625061 0.292645927952673
"HS3ST5" -1.37095245236471 3.49177349120641 0.00463125950581585 0.292645927952673
"RXFP4" -1.35257607098128 5.42271658755849 0.00470574272757367 0.295745175097362
"BMX" -1.34394221447932 6.98381141100469 0.00472268060312051 0.295745175097362
"UBLCP1" -1.34267524931929 7.2081990435681 0.00472648451004704 0.295745175097362
"COMP" -1.36653061783446 6.33107282755872 0.00474844067982376 0.295745175097362
"FRMD3" -1.35928123680936 5.56754009384955 0.0047541284200165 0.295745175097362
"PSMG3" -1.37499518476088 6.24353140901281 0.00483415360313717 0.299792355493624
"RCN1" -1.38336774305865 6.35305385037686 0.00486434452057161 0.300733595961636
"IL17D" -1.37267819374435 7.84766047255788 0.00493554699163477 0.301975209051132
"DENND6A" -1.35460029231111 4.19454208979294 0.00494499215597901 0.301975209051132
"CRLS1" -1.51821392391584 -0.331583428248745 0.00495017962039686 0.301975209051132
"PCNA" -1.36079148562371 6.76462329606695 0.00495859974410529 0.301975209051132
"ZCCHC12" -1.35928128795269 2.50189119602406 0.00495980449192864 0.301975209051132
"CR1L" -1.35787108606149 3.66217376962947 0.00501335410160135 0.304310593967202
"PSCA" -1.34523797354382 5.03649483444755 0.0050382431136541 0.304897425406662
"PICALM" -1.37868724383007 4.79376707412607 0.00508648100384777 0.306547013463728
"PTPRR" -1.35646375285079 2.1950303573683 0.0050980349582361 0.306547013463728
"GPR171" -1.33559060975787 5.46687353439414 0.00511141243556912 0.306547013463728
