"logFC" "logCPM" "PValue" "FDR"
"LRRK2" -1.49190684715868 5.79278689747765 0.00254607735941223 0.472226625799874
"C2orf42" -1.52868079884113 4.94792429168573 0.00262092194321915 0.479295145348054
"AL138751.1" 1.45755711618425 7.48818271736302 0.00263204363178503 0.479295145348054
"TPCN2" 1.47351818989686 2.99704033860851 0.00268345156066398 0.482383685541413
"GP5" 1.43800880313823 5.84789031410057 0.00271915624251066 0.482383685541413
"CT45A10" 1.46176532494228 7.63493750506578 0.00272124988598571 0.482383685541413
"NAA60" -1.45024264030306 5.11169830936711 0.00286056648566604 0.502631642757688
"SLC6A19" 1.44857725170444 4.31051226319997 0.00293659037296113 0.511502971832908
"PARP11" 1.41887091185508 5.595374693314 0.00301872888396607 0.520246642715133
"C21orf91" 1.44465960988303 4.23048979166231 0.00303873282400632 0.520246642715133
"LCE3C" 1.44955531349364 4.96640174384345 0.00320708934958818 0.542124170409018
"SEBOX" -1.47187259144264 0.548757424584313 0.00322064681137602 0.542124170409018
"IFI44L" -1.46679041237019 1.21171481267161 0.00326371131884657 0.544795011898464
"CNOT10" 1.51150825256742 -0.251710960130073 0.00331194940711339 0.548278170032134
"SLC38A4" -2.7769344159914 -3.44237415678288 0.00344598844706947 0.565791758879087
"KIAA0100" -1.38687070974835 5.49091118629207 0.00350535803593282 0.567276281855323
"OR52L1" 1.41518241571629 4.98376700941068 0.00351166985922121 0.567276281855323
"ZNF154" 1.38523079364602 6.25171485546526 0.00372514498596582 0.596947033711051
"WNT5B" 1.41405639951982 5.84886526741466 0.00383865829265449 0.605252083989045
"PHTF1" -1.37955728210127 5.77183809650742 0.00384152797109236 0.605252083989045
"PTPRF" -1.43272093911126 5.71734289773318 0.00394452829428056 0.605252083989045
"FUCA1" -1.36795237558297 5.43943937317229 0.0039714695881484 0.605252083989045
"LRRC10" 1.40738530430491 3.85894189735374 0.00399756381938012 0.605252083989045
"IL17RE" -1.39531613966472 5.27609513620392 0.00401023133246475 0.605252083989045
"SPPL2B" -1.36573436465631 6.11858922324516 0.00411818506289041 0.605252083989045
"DDX31" -1.39840427915381 3.90425905941265 0.00413376836734286 0.605252083989045
"ITGB5" -1.38460592669907 5.64248577234602 0.00415834928446339 0.605252083989045
"DNMT3L" 1.39720347295386 4.13280451303009 0.00419562133831664 0.605252083989045
"PSPH" 1.3642494163392 6.30084745315577 0.00424436570859478 0.605252083989045
"CSTF1" 1.3724532107285 3.94118187099414 0.00426191954560983 0.605252083989045
"ZNF835" -1.37590877345959 7.50288701031754 0.00428712408447537 0.605252083989045
"SGO2" 1.35924007246114 5.96585682108967 0.0043486342949197 0.605252083989045
"ZNF425" -1.36596600686411 6.56771741649102 0.00440595103912294 0.605252083989045
"CARD11" -1.37925433266669 5.65731952359266 0.00440595257917239 0.605252083989045
"SATB1" -1.36682467355429 4.86566790527881 0.00446641457665032 0.605252083989045
"TEX13A" 1.35851384215059 4.09902562414752 0.00446800970972105 0.605252083989045
"OR2AT4" -1.34601746886765 5.64634786611864 0.00447034561088732 0.605252083989045
"HHLA3" 1.37271800549944 4.34491675661334 0.00447244409594565 0.605252083989045
"EFCC1" -1.80094019429107 -2.15446741772196 0.00447435476296398 0.605252083989045
"RAB42" 1.3600565617441 7.35399392397902 0.00449083643591062 0.605252083989045
"TAS1R3" 1.36853724616809 4.64673284703541 0.00449888865658934 0.605252083989045
"BZW2" 1.3652308799072 5.75497242913522 0.00450214969369316 0.605252083989045
"juniper" 1.39242969959656 3.5224608046816 0.00454084089683232 0.605888679249338
"EHF" 1.39777407968226 1.25456164993863 0.00456738008919425 0.605888679249338
"PAGE1" 1.36851222415917 3.34259528359876 0.0047994797395029 0.632489333302517
"C14orf166" 1.35166919638263 3.40421729148843 0.00511342066899575 0.664860405973265
"C20orf96" 1.36451253662974 6.9681709846889 0.00511779303945395 0.664860405973265
"EGFR" 1.36450655230214 2.44392672553439 0.00518165479767956 0.664860405973265
"PIGF" -1.33175495315485 5.58230328390983 0.00518533722134415 0.664860405973265
"PYCR2" 1.35813047369578 3.00467104840356 0.00521107701751299 0.664860405973265
"SPARC" -1.4055424814303 1.68569246616938 0.00526795924183201 0.667863870716057
"KIRREL" -1.35119424264417 6.28133406237816 0.00532343727041564 0.668100984246526
"DKKL1" -1.39855192159617 4.52615516377953 0.00533653624279587 0.668100984246526
"ANTXRL" 1.33253037563612 3.48743384995052 0.00548518439630429 0.671536321725254
"SCN10A" 1.31522780509104 6.35864072362211 0.00548620879698294 0.671536321725254
"CEBPG" 1.35951619978874 4.54323856303416 0.00551220442337934 0.671536321725254
"TFF1" -1.36187146176142 6.19942489292833 0.00553725843928547 0.671536321725254
"H2AFY" -1.33742599502706 4.82817488637431 0.00559274796975854 0.671536321725254
"CHCHD2" -1.32251230604074 5.47021514850613 0.00559476056001264 0.671536321725254
"TSPAN4" -1.3904210808794 3.24336467854928 0.00560935377642086 0.671536321725254
"SPDYA" -1.34082836050063 7.66337652769242 0.00565535195375567 0.671536321725254
"TRAPPC10" 1.33144540745074 3.74364601432253 0.00569747389114064 0.671536321725254
"DEFB127" -1.32819497260718 5.66897740197935 0.00571733147780677 0.671536321725254
"RP1-66C13.4" -1.37558600921111 4.6146772152713 0.00573274978857862 0.671536321725254
"GDA" 1.43392459462819 3.19539011524231 0.00578412013263407 0.673614595213914
"AGER" -1.31557013742711 5.02358725603273 0.00597246561598237 0.68721617032964
"CCDC121" 1.35912683749602 5.44906979452289 0.0060287874852346 0.68721617032964
"NOXA1" 1.29999472386136 5.28615607760062 0.00604382275591493 0.68721617032964
"TFPI2" -1.36154099505072 1.40677114431535 0.00605478086091083 0.68721617032964
"BBX" -1.33593503379498 4.04584274192185 0.00607245080866388 0.68721617032964
"SCAMP3" -1.31341254346593 5.79371085994303 0.00625496227104043 0.703894096916915
"STRN" -1.32178496158453 1.79703476742394 0.00639188668853328 0.715284258424638
"MARCH10" 1.3130705616116 6.19073460699942 0.00648391809589596 0.721552018771622
"PSME4" -1.29243257035454 6.47018330049044 0.0066975104207701 0.741203487505226
"C9orf131" -1.32952195842464 2.75654203151014 0.00678847025560536 0.747142020274895
"DCLK1" -1.30647036179919 4.69738481993162 0.00685546283151789 0.750392218459753
"C8A" 1.27633017184767 5.4042434152746 0.00697467574342943 0.754020849748557
"AKR1D1" 1.31577942301013 5.54337207424948 0.00698764887577616 0.754020849748557
"RP11-231C14.4" -1.30818711828658 6.26213217775944 0.00702660318322882 0.754020849748557
"SMARCE1" 1.31131841916811 6.14308047913775 0.00705336322917442 0.754020849748557
"LRRC8A" -1.29302890146849 6.14771285318198 0.00707682690593224 0.754020849748557
"RRP7A" -1.30553682092254 5.67950861595453 0.0071186711470405 0.754379355148063
"KCNA2" 1.31735585913131 4.69839812499449 0.00717861050330529 0.754379355148063
"ABCB11" -1.34099749195766 2.0675220340101 0.00723696209253024 0.754379355148063
"CLINT1" -1.32309337038382 5.71808639599401 0.00725119738487724 0.754379355148063
"GAGE12J" 1.29328570597719 3.70165361923717 0.00730882438627023 0.754379355148063
"ACTRT1" 1.28038656998308 4.26691120472407 0.0074027611243201 0.754379355148063
"OR1J1" -1.32288455954734 4.50608394174737 0.00743979394225377 0.754379355148063
"TSC22D2" 1.30814695352284 3.97369097821904 0.00746250619366539 0.754379355148063
"USP26" 1.27932632526077 7.02936820572415 0.00746898671358973 0.754379355148063
"LCE3D" 1.31593113559493 2.96974880652425 0.00749281150015357 0.754379355148063
"ATG12" 1.29166186418051 4.72283231087811 0.00751983538206673 0.754379355148063
"USP22" 1.2812880296048 5.65531470839083 0.00754377381266741 0.754379355148063
"ARHGAP19-SLIT1" -1.3577689465377 0.581192965877235 0.00756977936122813 0.754379355148063
"ACAD8" -1.30462774506195 1.93809577092868 0.00760809291651745 0.754444105003767
"CCDC85C" 1.28449778925114 4.46933495457178 0.00773979343486862 0.759322974797855
"ABHD13" -1.28426561069125 6.45212446098331 0.00779432574825903 0.759322974797855
"ARPC5L" 1.28444740150336 5.6748359816381 0.00780307834511939 0.759322974797855
"L3MBTL2" 1.29149118321588 4.53776507611279 0.00780892281006231 0.759322974797855
"OR5K4" 1.26925431227888 5.87608068764233 0.0080686757971387 0.776449684719396
"AC138647.1" 1.3200191092237 2.83644252339662 0.00808903269797859 0.776449684719396
"HIST1H3G" 1.2873550742981 5.28162455064991 0.00812539431474908 0.776449684719396
"ARPC2" -1.25509041206449 6.65807442192923 0.00814152331511756 0.776449684719396
"CARD10" 1.28263221903444 4.63847535579408 0.00817886693004805 0.776449684719396
"ADAMTS10" -1.27167907947545 3.28053412121283 0.00822633853054567 0.777272580685662
"AC073657.1" 1.32463082048157 3.40330191196334 0.00843026579821363 0.79280119344609
"ADAM21" 1.26739910600407 3.63849468050442 0.00850928271529713 0.796492719953817
"UACA" 1.27660798460485 5.93807831439536 0.00859615254392514 0.800881542359835
"LMNTD1" -1.25198198096831 6.48954789759994 0.00863754658146934 0.801012479506539
"THAP4" -1.25218876115336 5.42262046585753 0.0088569706338861 0.81757593902015
"TBP" 1.26967123397535 3.00088845312536 0.00894062767770184 0.821512445009383
"CFH" 1.22778388522042 5.35152917264568 0.00927798898939631 0.839802090214087
"TCHP" -1.24872982865483 7.63161190654136 0.00932164280639559 0.839802090214087
"ADGRL4" -1.24635518050434 3.36616031105644 0.00933314296326887 0.839802090214087
"UNG" 1.28075602612951 5.38821870900616 0.00942353761343784 0.839802090214087
"TMCO4" 1.24510084452942 4.84874218006113 0.00947522171621706 0.839802090214087
"FKBP15" 1.27451523144327 3.41529351604969 0.0094778967437199 0.839802090214087
"CIB2" 1.25429747416467 6.70455704217055 0.00948242234326389 0.839802090214087
"TCP10L" -1.2351429398972 5.71958553141454 0.00951498435668683 0.839802090214087
"ZKSCAN2" 1.24906256005859 5.25744596605647 0.00951700237025599 0.839802090214087
"AC110602.1" -1.23045673186824 7.09142679367835 0.00960145590637765 0.843538435353732
"C5orf24" -1.22486268229266 6.29243146801563 0.00970060874724836 0.848527920594462
"GPC5" -1.25798399599938 5.13033399918358 0.0097850432490584 0.852192179660386
"TSPAN33" 1.21761859124553 5.23842445805512 0.00986221195801044 0.854525367923843
"PTPN2" 1.23523216575388 6.51408312695375 0.00990147298434945 0.854525367923843
"C15orf53" -1.22986550313924 4.98417487549674 0.0099398138248842 0.854525367923843
"DEPDC5" 1.2427320224677 3.36070192965662 0.0100373453165665 0.85523108487951
"LINS1" -1.24471975232831 4.33089487279599 0.0100660855439316 0.85523108487951
"MRPL49" 1.26456527749723 5.68570430068719 0.0100887717689509 0.85523108487951
"RBM14" -1.22004373836199 6.38743450061646 0.010132635998328 0.85523108487951
"ABHD14B" -1.22172583406147 5.31475133520127 0.0101633558279456 0.85523108487951
"ABHD12B" -1.21259414495367 5.18263114986687 0.0103101132633196 0.85523108487951
"PLEKHD1" 1.22952363766468 6.08916924447351 0.0103233159688165 0.85523108487951
"FBXL6" 1.24575659774106 5.37984637685458 0.0103758337502168 0.85523108487951
"ADCYAP1R1" -1.22609595978687 4.89602362464988 0.0103914022481843 0.85523108487951
"TSPAN31" -1.23813838287871 4.351623900959 0.0103926902886478 0.85523108487951
"OLFM3" 1.23216031820003 2.94267820414228 0.0104176718441716 0.85523108487951
"UBXN6" -1.21274293662983 6.93178497258389 0.0105422163161047 0.861923000113853
"PELI1" -1.2217209769705 6.15354590848752 0.0105943376975694 0.862663326910619
"LRRC32" -1.26791597904305 2.87542693089243 0.010661107486944 0.864585603526214
"pumpkin" -1.20657502210576 5.1917044572591 0.0108023346316082 0.865670797209948
"MED27" 1.26808876702088 0.758085378124505 0.0108087275576649 0.865670797209948
"CBLN2" -1.23079048002581 2.13266965155926 0.0108721858210457 0.865670797209948
"CLDN19" 1.26728385689084 1.17360159393296 0.0108756722081769 0.865670797209948
"ABCD1" -1.22423997543722 3.76882213599005 0.010931785203293 0.865670797209948
"YIPF3" 1.22327255304751 5.93642121241613 0.0109337882129757 0.865670797209948
"SLC35F1" -1.23332638640832 3.91489938716047 0.0109876691358178 0.866511812832936
"CAPN6" -1.22578410833866 4.73000985446776 0.0111697472259923 0.869498285920872
"CPS1" 1.24106818442918 6.01508770921319 0.0112196693691471 0.869498285920872
"C1QTNF2" 1.23415909191307 5.75516989379675 0.0112418405262453 0.869498285920872
"OR52N2" 1.22675985621547 7.55695488023562 0.0113129333744211 0.869498285920872
"MAGEB2" 1.23301220302926 5.71490041578407 0.0113767209518552 0.869498285920872
"FBXL19" 1.21362461304726 3.68618026814799 0.0114510939891788 0.869498285920872
"HYAL2" -1.21280791290082 6.79961030480054 0.0114545835073679 0.869498285920872
"CHMP6" 1.25617954796713 7.0069065339074 0.0115062479654875 0.869498285920872
"CASP5" 1.24313909119954 2.04057697929447 0.0115700896916686 0.869498285920872
"TMEM171" 1.21002679822345 3.65702660933678 0.0115980297974019 0.869498285920872
"IL22" -1.20155549360498 5.99868537573069 0.0117080117656356 0.869498285920872
"RGS20" 1.19626644039599 4.95885679542633 0.0117291235710372 0.869498285920872
"CTB-96E2.2" 1.18974822045037 6.66622589975633 0.0117722993617388 0.869498285920872
"ESPL1" 1.19664298808393 6.23857257244492 0.0117929173710663 0.869498285920872
"NEUROD4" 1.2244800530674 1.1217954822019 0.0118831979994117 0.869498285920872
"RP11-318A15.7" -1.22944840197943 2.41804589322675 0.0119152010992388 0.869498285920872
"AL590235.1" -1.19700418055667 6.00209100086568 0.0119526633996793 0.869498285920872
"ZFP3" 1.23695997919441 4.30619199484939 0.0119556296251503 0.869498285920872
"MAF" 1.19228276397795 5.84790714682834 0.0120028801101789 0.869498285920872
"RPGRIP1" -1.20442944361311 6.12487346275782 0.0120753421408001 0.869498285920872
"TRMO" 1.18231392177394 5.14505059977832 0.0120795311943726 0.869498285920872
"TBX19" -1.20240957039239 4.61254829312785 0.0121104204922966 0.869498285920872
"LRRC2" -1.21221898165126 4.25728883334504 0.0121297560980353 0.869498285920872
"MYO15B" 1.24000352538931 2.0569067711397 0.0121838329764431 0.869498285920872
"SUB1" 1.20103796113903 4.16341537331043 0.0122030728330634 0.869498285920872
"GSTM5" 1.21604817811039 4.89599194554613 0.0122332743081762 0.869498285920872
"ARHGAP45" 1.21813072539875 3.3234223826309 0.0122334453339178 0.869498285920872
"OR2T29" 1.23979240762149 5.93581894441995 0.0122682970905494 0.869498285920872
"FNIP2" 1.18508953076605 6.30706102251294 0.0123412859684527 0.869498285920872
"FAM46A" -1.22494669416678 1.70117991081013 0.0123866436648738 0.869498285920872
"APOC3" -1.19526867967597 5.83346730488375 0.0124178784065411 0.869498285920872
"LMTK3" -1.21249905433955 4.94372641246528 0.0124400975819798 0.869498285920872
"KAZN" -1.26377704779819 3.46351850748041 0.0124579905176621 0.869498285920872
"SPINT3" 1.1867031605417 6.06592301413268 0.0125306557422486 0.870062651552051
"SCN2A" 1.20361642028904 4.76016817489157 0.0125731679858721 0.870062651552051
"AC138645.2" 1.20173797708995 6.15705916086728 0.0126355570860041 0.870062651552051
"CD1E" 1.18943915340901 6.63252839873731 0.0126398198593004 0.870062651552051
"GABARAPL2" 1.2131856504713 2.86893638168386 0.0129942712017671 0.881012100456041
"LAMB4" -1.36979229374868 -1.12306111087553 0.0129962676042711 0.881012100456041
"ACR" 1.23601995608712 2.98262730145774 0.0130273235908949 0.881012100456041
"ZNF561" 1.17763652383628 6.25619681104593 0.0130785133347113 0.881012100456041
"NUDT21" 1.18316679538827 6.48712995771617 0.0131037516372812 0.881012100456041
"LRRC4" -1.20270958552113 6.1061669715518 0.0131595629730161 0.881012100456041
"LATS1" 1.18301785253187 4.63395273960924 0.0132300685632166 0.881012100456041
"CLGN" 1.18590870351463 7.86528382184579 0.0132559846742253 0.881012100456041
"KCNQ5" -1.1784270269041 5.66193398392146 0.0132736113655171 0.881012100456041
"GRIK4" 1.18599815602201 6.30793275985394 0.0133212896143456 0.881012100456041
"C5orf42" -1.17162008996064 5.42542058856795 0.0133498548221161 0.881012100456041
"IQGAP2" 1.18963017820383 3.71505353273916 0.013365598057499 0.881012100456041
"OR10P1" 1.18443840588441 6.11995460952618 0.0134249087638137 0.881012100456041
"STK25" -1.20972700780123 5.14047239276834 0.0134369884558855 0.881012100456041
"SIGLEC1" -1.19177567882908 5.59421384495764 0.0134586242693599 0.881012100456041
"RP11-546B8.6" -1.17388380760415 6.59877309425283 0.0135251187347166 0.882480955619242
"MTPAP" 1.17481958802768 6.08891163535001 0.0136994239826363 0.885627549993695
"CDH4" 1.17204660037866 3.66575847722148 0.0137015578523407 0.885627549993695
"MYL10" -1.19600291475585 5.28117745501689 0.0137433265643516 0.885627549993695
"SAXO1" 1.19862864912485 6.01859891875874 0.0137501955992232 0.885627549993695
"FGF11" -1.20317692250157 3.30588460984302 0.0138499505292634 0.885704671065242
"AC016991.1" -1.17474797729942 3.50772370654165 0.0138941237390155 0.885704671065242
"VDAC3" -1.173802289686 5.22289511975571 0.0139285111275203 0.885704671065242
"OTOG" -1.17674366659532 5.57516128314729 0.0139740159747628 0.885704671065242
"ZNF518A" -1.18045515956568 7.4657825703324 0.0140226498324829 0.885704671065242
"TMED2" -1.23652726010897 4.61684994481422 0.0140809137557777 0.885704671065242
"PRR5L" 1.18941057064395 5.84608662487633 0.0140844599225396 0.885704671065242
"TRO" 1.23565865113381 0.833882989231871 0.0141370183214953 0.885704671065242
"UBE3C" -1.18429103591143 7.50124227233257 0.0141868582230897 0.885704671065242
"EIF4A3" 1.18668028843719 2.6690985161203 0.0142037606537718 0.885704671065242
"IGF2BP2" -1.17933019630005 5.72959163453979 0.0142391552610843 0.885704671065242
"ROPN1" -1.1701959040385 6.78515694203823 0.0143122595848783 0.885704671065242
"AC107081.1" 1.17898001818715 7.30337001628195 0.0143262808265959 0.885704671065242
"ZRSR2" 1.17095030391067 4.82028531991911 0.014370426743358 0.885704671065242
"FAM124A" -1.36719294345135 -1.35719932312706 0.0145950265463436 0.893490913205561
"DHX16" -1.22174547664774 6.96122597725464 0.014600401659361 0.893490913205561
"CECR6" -1.15649612477012 6.45996191357938 0.0146305735875106 0.893490913205561
"C11orf74" -1.20756783647758 1.79864690200699 0.014705472597795 0.895335324031708
"COL4A3BP" 1.19687699035098 6.24895914586515 0.0148134741915933 0.899177883429711
"GLIPR1" 1.19170187725132 3.82434604916552 0.0150887507473224 0.913120139636299
"TDRD1" 1.16686456676108 2.05854427482886 0.0152882876076508 0.922408702014619
"NECTIN2" -1.17022909628769 3.25038199389787 0.0153728899439089 0.922961471662075
"KRIT1" -1.16135574475018 4.7166097362615 0.0153896026925832 0.922961471662075
"TPPP2" -1.15685063777694 4.91463823178315 0.0154375195031469 0.92307150199264
