"logFC" "logCPM" "PValue" "FDR"
"KRT6C" 1.30971689251041 4.33239110873407 0.00685295793557881 0.982839117124595
"UGT2B4" -1.30321381882722 6.30032876873393 0.00687308817154399 0.982839117124595
"PRPS2" -1.304499828975 6.81936839166125 0.00701001031804208 0.982839117124595
"MRFAP1" 1.30059367806828 6.18239497176792 0.00708718712189477 0.982839117124595
"C10orf82" -1.29562822099412 6.21309548377369 0.00711014800730597 0.982839117124595
"SCN2A" 1.30325098621392 4.9953893084574 0.00714158184473067 0.982839117124595
"DUSP22" -1.29199545557982 5.71609600414069 0.00718740510728064 0.982839117124595
"OR1L1" 1.30926191746623 2.36839529964662 0.00729834232137454 0.982839117124595
"DSP" -1.29413648347583 3.5843402071365 0.00745877425517891 0.982839117124595
"GJC2" 1.29795867730334 4.46664278294944 0.00758488453926552 0.982839117124595
"SCPEP1" 1.28671546378106 5.75621961316802 0.00759510262166366 0.982839117124595
"LYZL6" 1.2949854083899 3.9778069311105 0.0075955273098229 0.982839117124595
"BCAS4" 1.28549657479459 6.19527512419668 0.00764405241802489 0.982839117124595
"SIRT1" 1.28364220173574 5.56841600216931 0.00765659835312913 0.982839117124595
"OR52L1" 1.28752277058416 5.05645790149291 0.00766021003397361 0.982839117124595
"NDST4" -1.29643097554674 6.93093733853608 0.00768032845170646 0.982839117124595
"GLA" -1.29278898448658 3.0703800859184 0.00772245766871808 0.982839117124595
"CTAGE8" -1.27907512000068 5.91681394541286 0.00775005294352903 0.982839117124595
"OR2T4" 1.28924680846332 4.779311047005 0.00776872466711937 0.982839117124595
"DVL3" 1.28857295633331 3.40069908151747 0.00776890377716163 0.982839117124595
"ACOT6" 1.29314144661634 8.08867680084102 0.00781703608713754 0.982839117124595
"TRANK1" -1.4429256561118 -0.936818676425874 0.00785628022856799 0.982839117124595
"KLHL35" -1.29180344272027 3.56364308301278 0.00785819021407978 0.982839117124595
"HIST1H3G" 1.28150510340012 5.4415294033647 0.00794032176898652 0.982839117124595
"LRGUK" 1.28722186770195 7.11422707414385 0.0079680771420387 0.982839117124595
"PPP1R35" 1.30201010038298 2.16855164263231 0.00797822899208632 0.982839117124595
"RP1-34B20.21" 1.28946067682082 4.10349779350879 0.00800895384524764 0.982839117124595
"TUBB4A" 1.28322937422301 7.51715629286056 0.00807274408715909 0.982839117124595
"NAGLU" -1.27403150650658 5.65424941752172 0.00807577221387961 0.982839117124595
"TCEA1" -1.28416198983241 4.05460686053576 0.00810079476494037 0.982839117124595
"IRF8" -1.33031786623533 1.08525128483248 0.00810809267247219 0.982839117124595
"GRAP" 1.2977105975265 3.36302477032402 0.00812158863544074 0.982839117124595
"PARP15" 1.28628937777658 7.47122057995705 0.00812595259126943 0.982839117124595
"CHMP2A" 1.28424797874787 5.58223649730284 0.00816753719467988 0.982839117124595
"AC026449.1" -1.27285535456778 5.81494820536853 0.00819054585920127 0.982839117124595
"SDCBP2" 1.28235250991155 4.33997799259323 0.00822218401431931 0.982839117124595
"PRDM11" -1.28121261151979 4.71504405664692 0.00831170772825548 0.982839117124595
"KBTBD4" 1.27634176270527 7.09750029235791 0.00840662268476746 0.982839117124595
"OLFML1" 1.35365192530583 0.199637327128153 0.00844594852305056 0.982839117124595
"OLIG2" -1.30928801795292 1.14830524454356 0.0085346476229843 0.982839117124595
"GAGE2A" -1.27587509728364 4.51173463895995 0.00854658757585055 0.982839117124595
"SNCA" 1.27012197719877 4.03790549246978 0.00855389432583958 0.982839117124595
"HES5" -1.27147440316176 5.09355156734089 0.0086555329997125 0.982839117124595
"ZNF25" 1.26731226025191 6.99845248083867 0.00890160485530119 0.982839117124595
"TMEM100" 1.26630955085851 4.41086462572766 0.00891062749352287 0.982839117124595
"DCTN6" -1.26667839426591 4.62129091071627 0.0089611180664025 0.982839117124595
"OR4C6" -1.26177475938194 6.0518394584431 0.00907150702111029 0.982839117124595
"FGF11" -1.26832783280579 3.45011211534161 0.00918676986644798 0.982839117124595
"SYTL1" -1.25880937359786 3.89497048902328 0.00938459010977491 0.982839117124595
"UBE2V2" -1.24535831207685 6.21820383633165 0.00975126962880335 0.982839117124595
"FAM111B" -1.26858622650169 1.8246200544034 0.00986625300367675 0.982839117124595
"LRRC69" 1.24629730228603 6.87018200702448 0.00989630528832133 0.982839117124595
"ARFGAP3" -1.24540880998837 5.14289202831328 0.0098984597178136 0.982839117124595
"LCE3C" 1.24996132753744 4.98664336803049 0.0100229388182491 0.982839117124595
"RNF13" 1.24489232118738 4.4321115387998 0.0100800115770345 0.982839117124595
"PAG1" 1.26931658625231 1.30237808691558 0.0101200818181943 0.982839117124595
"DOHH" -1.24385078141119 3.52134664461481 0.0101303730526143 0.982839117124595
"GMPS" -1.23612102514885 5.70021066495938 0.0101505224642715 0.982839117124595
"ZIK1" -1.24062633755678 6.52877361269754 0.0101657843838487 0.982839117124595
"ICAM5" -1.24027522746948 5.11407666620871 0.0102409011236359 0.982839117124595
"CORO7-PAM16" 1.23936234781969 6.36361584208527 0.0102441378300331 0.982839117124595
"KCNV1" 1.24667926369459 4.2624994366749 0.010272555892961 0.982839117124595
"GRAMD1A" -1.25021381299001 6.52066155567177 0.0102843300335787 0.982839117124595
"RBBP8" -1.24200781059817 7.76911508250372 0.0102974033507485 0.982839117124595
"HPRT1" 1.24538982899046 3.5551282226587 0.0103150881868644 0.982839117124595
"TPST1" -1.24219308945684 6.29761945600415 0.0103293450148529 0.982839117124595
"AKAP10" -1.23017900821052 5.6641364560914 0.0103918468835966 0.982839117124595
"LRRC27" 1.23794078276216 5.68990426299838 0.0104821465655043 0.982839117124595
"TMEM86B" 1.34808131879988 -0.391460921849364 0.0105708312357433 0.982839117124595
"POU2F1" 1.2456913292088 4.16183105727183 0.0105732370970489 0.982839117124595
"WDR45B" 1.24100380408563 4.59850910298158 0.0106594536478777 0.982839117124595
"LASP1" 1.24304365077273 3.54117447444449 0.0107009428726951 0.982839117124595
"SEZ6" -1.22268917003191 5.67970024315941 0.0108590065054661 0.982839117124595
"HEPHL1" -1.23275545509476 4.88463966392586 0.0109051091231642 0.982839117124595
"CEBPG" 1.23094896057424 4.61682438086872 0.0109275773196361 0.982839117124595
"KCTD2" -1.22429173909194 6.11844288576272 0.0110733842762049 0.982839117124595
"ODF3L1" 1.2231354318699 6.4635055259254 0.0110905670430019 0.982839117124595
"ATXN7L3" -1.22309372389326 5.59061082588133 0.0111921489097878 0.982839117124595
"HBP1" -1.2377953452794 2.0859458634468 0.0112383060270703 0.982839117124595
"AK3" -1.22422813403058 4.95137440961962 0.0112555007509016 0.982839117124595
"ZKSCAN7" 1.22527740518261 5.03485971216946 0.0112684676484293 0.982839117124595
"CSF2RB" 1.2234811087137 3.97481893270554 0.0112747786037097 0.982839117124595
"SYN2" 1.22377279768333 5.8796601444819 0.0113737191140407 0.982839117124595
"ANAPC1" -1.2158149385149 6.09574014042499 0.0113917646597466 0.982839117124595
"AP5S1" -1.22023798478062 3.53267106227443 0.0114443845287457 0.982839117124595
"MED15" 1.22731929593041 4.72624898158153 0.0114462289483218 0.982839117124595
"C8A" 1.21689952527145 5.52744946252561 0.0114685353708234 0.982839117124595
"NEUROD4" 1.25171656568851 1.30578830317838 0.0115305555695334 0.982839117124595
"ARHGAP45" 1.22401503680998 3.4930916837503 0.0115436846604374 0.982839117124595
"SETD6" 1.22057587850098 5.26469534025978 0.0116199145017161 0.982839117124595
"EXOC3L2" -1.21762060748127 3.40914196602675 0.0116483200317615 0.982839117124595
"CEP295NL" 1.21954822152193 4.83398265891018 0.0116726131787169 0.982839117124595
"UFC1" -1.22037995192083 4.95793671494395 0.0118317770483363 0.982839117124595
"NECAP1" -1.21317726665831 3.52432639449403 0.0118376603068848 0.982839117124595
"USP17L8" 1.22298947799977 4.63782592950853 0.0118563349892573 0.982839117124595
"NRCAM" -1.21857779459656 3.45995711665802 0.011860918744322 0.982839117124595
"PANX1" 1.22095849699421 7.50907576922525 0.0119236603398904 0.982839117124595
"HAO1" 1.22234499786938 4.72396782208673 0.0120905691467263 0.982839117124595
"CLCC1" -1.24031479532987 1.4308034330464 0.0121543572245615 0.982839117124595
"FAM159B" 1.20894685246882 6.45594128806383 0.0121853146242154 0.982839117124595
"HRASLS2" -1.20747818833637 3.69496376819161 0.0122080337060402 0.982839117124595
"FAM86B2" -1.2163243276806 4.40639473921129 0.0122142407653297 0.982839117124595
"UBE2I" 1.21696806196176 2.99995046753467 0.0122494519228937 0.982839117124595
"PODXL2" 1.20851646075296 6.70989611990219 0.0122524914954822 0.982839117124595
"LRRTM3" -1.21730253905023 7.19831038364463 0.0122729264580358 0.982839117124595
"TARBP1" -1.20618923913953 4.21051695218277 0.012389552033248 0.982839117124595
"KRTAP1-1" -1.2338662660984 1.45679387474354 0.0124972691745316 0.982839117124595
"SLCO2B1" 1.19991609222938 6.3191217205572 0.0125235639930148 0.982839117124595
"PLCD3" -1.20009959190572 5.99103330693359 0.0125749308346807 0.982839117124595
"IFNAR1" -1.20774966817245 4.34485006929304 0.0125806635688758 0.982839117124595
"AC114783.1" -1.20347305217494 5.88098865849945 0.0126245501869906 0.982839117124595
"BLOC1S1" 1.20074636264025 5.22309356261722 0.0126441658908213 0.982839117124595
"ATG14" 1.20353213991979 3.53528439257484 0.0126466044443907 0.982839117124595
"CITED1" -1.20572633661036 4.96710768503823 0.0126711653147727 0.982839117124595
"RBBP5" -1.20439354188381 4.35576958036046 0.0127294119363499 0.982839117124595
"ZNF420" -1.20014667196691 5.81619960754796 0.0128250276411051 0.982839117124595
"FBXL7" 1.20163577871163 3.91659836344128 0.0128627466911248 0.982839117124595
"CLPP" 1.50862172403404 -1.88973824665844 0.0129377655520843 0.982839117124595
"FILIP1L" -1.25152695921247 0.598780489517382 0.0130800512575019 0.982839117124595
"FIP1L1" -1.19851155689638 4.84089033667026 0.0130875143868326 0.982839117124595
"ZNF695" 1.1917778764218 6.08357860138974 0.0131871990418936 0.982839117124595
"DHX40" -1.19332998684962 6.0739533269982 0.013213388034318 0.982839117124595
"ADGRG6" 1.20073750654071 4.53119666798365 0.0132188758243778 0.982839117124595
"TTC32" -1.20408477049835 2.72889185464257 0.0132202870566358 0.982839117124595
"AP000322.53" -1.2134117773501 1.81623649120807 0.0132566907173248 0.982839117124595
"CCNC" 1.19094585191034 5.48164106664331 0.0133293507169608 0.982839117124595
"APOL6" 1.19294689146616 3.58874928982083 0.013381882031748 0.982839117124595
"PGLYRP1" 1.20459983484732 6.87883952016578 0.0133821326373577 0.982839117124595
"PDHA2" 1.20217222302099 4.90840384881807 0.0134145600319613 0.982839117124595
"FBXO3" -1.19064684242687 5.61841093345223 0.0134158955990161 0.982839117124595
"DNAJC9" -1.21774204890351 1.53119275868777 0.0134321733279328 0.982839117124595
"JAK1" -1.20780907640342 6.5599040036559 0.0134694553661454 0.982839117124595
"AHCYL1" -1.22076008416353 1.61342716701474 0.0134728310923316 0.982839117124595
"LOXHD1" 1.20806153707203 2.61829087420122 0.0134986892489073 0.982839117124595
"LHFPL5" 1.19735297528741 4.54152129380117 0.0134999150718669 0.982839117124595
"ADPRM" -1.18683633162093 5.82323338698027 0.013533623306454 0.982839117124595
"ASPG" -1.20631446598205 6.55167984420397 0.0135676451496353 0.982839117124595
"TBK1" -1.18496614123313 5.52075641626887 0.0136114175622535 0.982839117124595
"CDKAL1" -1.18621780282937 6.1798514646005 0.0136174329550687 0.982839117124595
"LDOC1L" -1.1917041297013 4.84891471785688 0.0136209772212126 0.982839117124595
"OR51J1" 1.18639462698757 5.60862789355955 0.0136483596049024 0.982839117124595
"AC008522.1" -1.18799429698741 5.59448079812631 0.0137183980976116 0.982839117124595
"DCAF12" -1.2081868094795 1.76963988263862 0.0137451624034041 0.982839117124595
"NOM1" -1.18746031150369 5.1976721846714 0.0137932481743519 0.982839117124595
"CHST11" -1.18461753088101 6.07553061809856 0.0137942183101697 0.982839117124595
"LALBA" -1.18780454818119 5.02195549341633 0.0138190314483941 0.982839117124595
"PLA2G16" 1.19608486661807 2.74086949525363 0.0138860472190364 0.982839117124595
"MAGEB2" 1.18033945609886 5.84231610843835 0.0139330331936859 0.982839117124595
"EBF4" -1.1860647398617 5.2402034475537 0.0139653201231005 0.982839117124595
"CDC16" -1.19330588315915 6.35929673929768 0.0140272530585855 0.982839117124595
"OSR1" -1.17651691661827 5.87665850526971 0.0140829762413461 0.982839117124595
"TCP10" 1.18009826624598 6.37006315721901 0.014091305014994 0.982839117124595
"RAB13" -1.17835995146576 5.4746600170324 0.0140931180096981 0.982839117124595
"NPDC1" 1.18251823876302 6.82971046364183 0.0141265447368967 0.982839117124595
"DARS2" -1.17609487023217 5.78634386943122 0.0141756655496708 0.982839117124595
"COQ10A" 1.1835836099003 6.79286327131073 0.0142609263047777 0.982839117124595
"AGAP9" -1.17757904322429 3.55794556122333 0.0143905595235858 0.982839117124595
"GLYATL2" 1.18056108911211 6.71060938499902 0.014405810657594 0.982839117124595
"VDAC3" -1.17913399799569 5.38518900183033 0.014570477307894 0.982839117124595
"C1orf115" 1.1750494371327 3.73189341780408 0.0146081042749527 0.982839117124595
"CCNB1" 1.20538722265814 1.20088024584344 0.0146142311339338 0.982839117124595
"CHEK2" 1.18577262838151 2.83211095399538 0.0147212738600153 0.982839117124595
"CELF5" 1.18016548159987 2.93438754665319 0.0148243213043198 0.982839117124595
"HSPE1-MOB4" 1.17326003396274 5.28697393352182 0.0148418986629735 0.982839117124595
"FLRT3" -1.17927118333091 5.32198170240507 0.0149263825800479 0.982839117124595
"ACVR1C" -1.17713886145799 7.20327648704811 0.0149444466569729 0.982839117124595
"TRPC5" -1.16993655505525 6.61141770539516 0.0151310214795372 0.982839117124595
"B3GNT6" 1.19959261807753 1.49678623700433 0.0151610339166852 0.982839117124595
"HOXB7" 1.17426950048111 4.20790770562363 0.0151692876279195 0.982839117124595
"RP11-437B10.1" 1.17238000109172 6.58863324215144 0.0152115306645932 0.982839117124595
"PLXND1" -1.17439426435983 6.52492974765551 0.0152228743668774 0.982839117124595
"MFSD2B" 1.17188629021188 3.64371123652015 0.015277551725363 0.982839117124595
"PPP2R2B" 1.16711745555738 4.13409756213112 0.0153243447145485 0.982839117124595
"DKKL1" -1.18210775555907 4.75235115068674 0.015435790723809 0.982839117124595
"PCP4" 1.16907016535497 6.67899202158419 0.0154392653242487 0.982839117124595
"PKIA" -1.17090234395885 5.2720699242266 0.0154511943034936 0.982839117124595
"NBEA" -1.16090969143314 6.16212093341053 0.0155455167298661 0.982839117124595
"UACA" 1.16225302957957 6.02324238733916 0.0156056176481675 0.982839117124595
"EEF1A2" 1.17401358293735 2.73708662823066 0.0156147845245573 0.982839117124595
"RPL14" -1.16130847934546 3.93523998348284 0.0157149814678207 0.982839117124595
"GATA2" -1.15941764278105 5.298084847481 0.0157827145512405 0.982839117124595
"SMOC2" -1.16546172363713 3.6023821458138 0.0158017661619021 0.982839117124595
"FOSB" -1.16192203611195 6.14746256297905 0.0158407488791379 0.982839117124595
"POTEJ" 1.26012811318649 -0.27499291532784 0.0158659923900497 0.982839117124595
"LRRC3" -1.16913104071713 4.24649348460735 0.0159153874773477 0.982839117124595
"BMP2" -1.15843005280994 6.11118461443247 0.0161283163992954 0.982839117124595
"RPS6KA5" -1.15264818242563 6.20561858671099 0.0163054077527669 0.982839117124595
"RASSF8" -1.15839786879328 6.94844321059285 0.0164271268345563 0.982839117124595
"NPY" 1.15707684854248 6.49683613459934 0.0164707104034796 0.982839117124595
"STRADA" 1.15594379026116 4.7697381576954 0.0165094557433891 0.982839117124595
"LDHAL6B" 1.15604837333525 6.74709991307791 0.016516449474808 0.982839117124595
"DIRC1" -1.15428604131146 5.23369925503429 0.016605403626639 0.982839117124595
"RP11-178C3.1" 1.16308435440522 2.44864909629379 0.0166874196917959 0.982839117124595
"ABAT" -1.15558213086981 6.353983144257 0.016879590076676 0.982839117124595
"VARS" -1.15356312930413 5.15439548668164 0.0168988623975062 0.982839117124595
"FAM71F1" -1.15177619697587 6.04018669674144 0.0169435389515378 0.982839117124595
"yam" -1.14619645419969 5.79478035566073 0.0170409739144823 0.982839117124595
"AIM1" -1.15019588223581 3.89962179564644 0.0170475002249767 0.982839117124595
"TMEM116" 1.14608313240492 3.618082090131 0.0171047536655547 0.982839117124595
"PAX8" -1.14902612396694 6.45202180409186 0.0171842454951142 0.982839117124595
"NLRP11" -1.14506383699226 6.19949758971362 0.0171849221540334 0.982839117124595
"BYSL" -1.14514269614612 3.88175890393021 0.0173880726951866 0.982839117124595
"GJA3" -1.14520538549783 3.94908634120096 0.0173910973223125 0.982839117124595
"OR8A1" 1.1434094386682 5.04023825229257 0.0174705669711865 0.982839117124595
"FAH" -1.1472485176775 4.34988516184812 0.0175086052340827 0.982839117124595
"MCF2L2" -1.23137228612399 -0.192696611723328 0.0175189572779302 0.982839117124595
"TKTL1" -1.15167148642091 4.71242789566328 0.0175642261689741 0.982839117124595
"GCNT7" -1.14331360592948 5.42898808666288 0.0175829051560734 0.982839117124595
"PDIA4" 1.14153534212201 5.51770283288554 0.0176543679855285 0.982839117124595
"RNF6" 1.14142748024204 4.02317337066559 0.0177943205527405 0.982839117124595
"NBPF20" 1.14707158496599 6.8513743764824 0.0178135505793687 0.982839117124595
"C5orf30" -1.15007918069666 2.65793764801577 0.01796493784105 0.982839117124595
